emotion,frame,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
Anger,69,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.49,0.0,0.13,0.0,0.0,0.23,0.37,0.0
Anger,70,0.01,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.53,0.01,0.04,0.0,0.0,0.34,0.42,0.0
Anger,71,0.01,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.64,0.01,0.05,0.0,0.0,0.44,0.43,0.0
Anger,72,0.01,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.61,0.01,0.05,0.0,0.0,0.4,0.46,0.0
Anger,73,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.59,0.0,0.08,0.0,0.0,0.43,0.53,0.0
Anger,74,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.54,0.0,0.07,0.0,0.0,0.48,0.41,0.0
Anger,75,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.51,0.0,0.09,0.0,0.0,0.6,0.39,0.0
Anger,76,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.03,0.1,0.0,0.0,0.63,0.26,0.0
Anger,77,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.46,0.06,0.14,0.01,0.0,0.56,0.26,0.0
Anger,78,0.02,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.5,0.16,0.13,0.01,0.0,0.57,0.21,0.0
Anger,79,0.03,0.0,0.0,0.02,0.0,0.07,0.04,0.0,0.0,0.52,0.19,0.18,0.01,0.0,0.53,0.24,0.0
Anger,80,0.04,0.0,0.0,0.02,0.0,0.07,0.04,0.0,0.0,0.49,0.22,0.21,0.0,0.0,0.48,0.21,0.0
Anger,81,0.04,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.46,0.14,0.25,0.0,0.0,0.33,0.14,0.0
Anger,82,0.02,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.64,0.15,0.29,0.0,0.0,0.31,0.03,0.0
Anger,83,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.72,0.09,0.39,0.0,0.0,0.35,0.05,0.0
Anger,84,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.79,0.1,0.42,0.0,0.0,0.45,0.08,0.0
Anger,85,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.63,0.09,0.44,0.0,0.0,0.47,0.11,0.0
Anger,86,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.63,0.15,0.33,0.0,0.0,0.5,0.13,0.0
Anger,87,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.6,0.11,0.27,0.0,0.0,0.45,0.11,0.0
Anger,88,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.71,0.06,0.27,0.0,0.0,0.39,0.1,0.0
Anger,89,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.64,0.0,0.31,0.0,0.0,0.38,0.09,0.0
Anger,90,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.64,0.0,0.31,0.0,0.0,0.36,0.15,0.0
Anger,91,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.52,0.03,0.24,0.0,0.0,0.34,0.17,0.0
Anger,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.03,0.22,0.0,0.01,0.34,0.23,0.0
Anger,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.03,0.31,0.0,0.01,0.33,0.22,0.0
Anger,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.31,0.0,0.01,0.31,0.23,0.03
Anger,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.33,0.0,0.0,0.27,0.16,0.03
Anger,96,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.71,0.01,0.31,0.0,0.0,0.24,0.16,0.08
Anger,97,0.08,0.12,0.0,0.0,0.0,0.08,0.07,0.0,0.0,0.79,0.12,0.33,0.1,0.0,0.31,0.1,0.62
Anger,98,0.28,0.31,0.0,0.0,0.0,0.11,0.07,0.0,0.05,0.85,0.23,0.34,0.11,0.0,0.43,0.07,1.29
Anger,99,0.28,0.31,0.0,0.0,0.0,0.08,0.04,0.0,0.05,0.93,0.25,0.39,0.11,0.0,0.41,0.01,1.8
Anger,100,0.19,0.19,0.0,0.0,0.0,0.35,0.08,0.0,0.05,0.9,0.14,0.5,0.01,0.06,0.32,0.05,1.42
Anger,101,0.03,0.0,0.0,0.0,0.0,0.48,0.09,0.0,0.0,0.84,0.03,0.54,0.0,0.06,0.19,0.08,0.89
Anger,102,0.03,0.02,0.0,0.0,0.0,0.42,0.07,0.0,0.0,0.74,0.01,0.48,0.0,0.08,0.16,0.12,0.35
Anger,103,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.33,0.0,0.08,0.08,0.12,0.06
Anger,1,0.0,0.0,2.49,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.08,0.14,0.22
Anger,2,0.0,0.0,2.51,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.05,0.11,0.1
Anger,3,0.0,0.0,2.52,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.03,0.06,0.08
Anger,4,0.0,0.0,2.5,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.06,0.03,0.18
Anger,5,0.0,0.0,2.47,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.09,0.01,0.25
Anger,6,0.05,0.0,2.44,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.13,0.01,0.0,0.16,0.01,0.19
Anger,7,0.12,0.0,2.49,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.11,0.05,0.0,0.2,0.01,0.14
Anger,8,0.12,0.0,2.54,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.1,0.05,0.0,0.26,0.0,0.05
Anger,9,0.1,0.01,2.56,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.05,0.05,0.0,0.28,0.04,0.05
Anger,10,0.07,0.01,2.55,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.34,0.07,0.01
Anger,11,0.08,0.0,2.57,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.34,0.06,0.04
Anger,12,0.07,0.0,2.59,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.35,0.03,0.06
Anger,13,0.08,0.0,2.64,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.01,0.09,0.02,0.0,0.36,0.0,0.06
Anger,14,0.11,0.0,2.68,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.01,0.06,0.05,0.0,0.35,0.01,0.03
Anger,15,0.12,0.0,2.68,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.0,0.34,0.02,0.02
Anger,16,0.13,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.32,0.06,0.02
Anger,17,0.11,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.12,0.01
Anger,18,0.08,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.14,0.02
Anger,19,0.03,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.37,0.09,0.06
Anger,20,0.03,0.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.38,0.04,0.08
Anger,21,0.03,0.0,2.64,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.44,0.01,0.18
Anger,22,0.03,0.0,2.64,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.45,0.03,0.25
Anger,23,0.07,0.0,2.62,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.47,0.02,0.25
Anger,24,0.09,0.0,2.59,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.02,0.14,0.0,0.0,0.36,0.01,0.18
Anger,25,0.11,0.0,2.55,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.03,0.21,0.0,0.0,0.28,0.01,0.14
Anger,26,0.1,0.01,2.53,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.04,0.21,0.0,0.0,0.21,0.01,0.18
Anger,27,0.12,0.01,2.55,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.04,0.22,0.0,0.0,0.22,0.02,0.17
Anger,28,0.12,0.01,2.6,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.03,0.23,0.01,0.0,0.2,0.04,0.17
Anger,29,0.08,0.0,2.59,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.02,0.23,0.01,0.0,0.18,0.05,0.14
Anger,30,0.04,0.0,2.56,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.02,0.22,0.01,0.0,0.15,0.07,0.1
Anger,31,0.03,0.0,2.54,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.02,0.18,0.0,0.0,0.19,0.06,0.1
Anger,32,0.04,0.0,2.56,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.02,0.15,0.0,0.0,0.22,0.05,0.14
Anger,33,0.06,0.0,2.59,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.26,0.05,0.19
Anger,34,0.06,0.0,2.58,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.26,0.1,0.18
Anger,35,0.05,0.0,2.55,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.28,0.17,0.23
Anger,36,0.06,0.0,2.56,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.24,0.2,0.3
Anger,37,0.08,0.0,2.6,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.19,0.37
Anger,38,0.15,0.01,2.68,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.14,0.21,0.42
Anger,39,0.25,0.05,2.77,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.13,0.21,0.42
Anger,40,0.33,0.12,2.84,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.12,0.24,0.42
Anger,41,0.36,0.14,2.86,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.11,0.21,0.41
Anger,42,0.33,0.13,2.86,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.1,0.22,0.45
Anger,43,0.3,0.13,2.85,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.14,0.23,0.49
Anger,44,0.3,0.14,2.84,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.21,0.23,0.5
Anger,45,0.29,0.11,2.8,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.0,0.25,0.26,0.5
Anger,46,0.27,0.05,2.77,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.06,0.0,0.04,0.0,0.28,0.22,0.4
Anger,47,0.24,0.04,2.8,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.27,0.21,0.27
Anger,48,0.2,0.04,2.81,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.07,0.06,0.01,0.0,0.22,0.12,0.1
Anger,49,0.18,0.06,2.89,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.04,0.06,0.01,0.0,0.2,0.07,0.04
Anger,50,0.17,0.07,2.9,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.21,0.0,0.04
Anger,51,0.16,0.09,2.9,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.25,0.0,0.04
Anger,52,0.13,0.06,2.84,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.27,0.0,0.08
Anger,53,0.07,0.02,2.84,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.27,0.0,0.08
Anger,54,0.02,0.0,2.87,0.0,0.01,0.69,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.33,0.0,0.09
Anger,55,0.0,0.0,2.91,0.0,0.01,0.72,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.39,0.0,0.04
Anger,56,0.02,0.0,3.05,0.0,0.01,0.7,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.41,0.0,0.02
Anger,57,0.04,0.0,3.17,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.0,0.38,0.0,0.0
Anger,58,0.06,0.0,3.31,0.01,0.0,0.6,0.0,0.0,0.0,0.0,0.03,0.1,0.08,0.0,0.31,0.0,0.0
Anger,59,0.04,0.0,3.31,0.01,0.0,0.55,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.0,0.34,0.03,0.0
Anger,60,0.02,0.0,3.34,0.01,0.0,0.51,0.0,0.0,0.0,0.0,0.06,0.04,0.11,0.0,0.36,0.06,0.0
Anger,61,0.01,0.0,3.38,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.0,0.33,0.06,0.0
Anger,62,0.01,0.0,3.4,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.06,0.11,0.08,0.0,0.24,0.03,0.0
Anger,63,0.01,0.0,3.39,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.05,0.12,0.06,0.0,0.18,0.0,0.0
Anger,64,0.01,0.0,3.37,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.13,0.13,0.03,0.0,0.15,0.0,0.0
Anger,65,0.0,0.0,3.37,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.21,0.15,0.0,0.0,0.11,0.0,0.0
Anger,66,0.0,0.0,3.39,0.04,0.0,0.57,0.0,0.0,0.0,0.0,0.24,0.2,0.0,0.01,0.05,0.0,0.0
Anger,67,0.0,0.0,3.41,0.06,0.0,0.58,0.0,0.0,0.0,0.0,0.17,0.21,0.0,0.01,0.03,0.0,0.0
Anger,68,0.04,0.0,3.41,0.14,0.0,0.57,0.0,0.0,0.0,0.0,0.11,0.22,0.0,0.01,0.01,0.0,0.0
Anger,69,0.04,0.0,3.39,0.23,0.0,0.56,0.0,0.0,0.0,0.0,0.06,0.16,0.01,0.01,0.0,0.0,0.0
Anger,70,0.05,0.0,3.42,0.3,0.0,0.52,0.0,0.0,0.0,0.0,0.04,0.14,0.06,0.01,0.0,0.0,0.0
Anger,71,0.01,0.0,3.47,0.31,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.04,0.0,0.01,0.0
Anger,72,0.01,0.0,3.55,0.25,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.17,0.09,0.06,0.0,0.01,0.0
Anger,73,0.0,0.0,3.71,0.14,0.05,0.84,0.0,0.0,0.0,0.0,0.0,0.16,0.05,0.07,0.0,0.02,0.0
Anger,74,0.0,0.0,3.83,0.07,0.1,0.95,0.0,0.0,0.0,0.0,0.0,0.14,0.04,0.06,0.08,0.14,0.0
Anger,75,0.0,0.0,3.94,0.0,0.16,1.06,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.04,0.14,0.26,0.0
Anger,76,0.0,0.0,3.92,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.03,0.14,0.31,0.01
Anger,77,0.0,0.0,3.91,0.0,0.14,1.01,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.02,0.07,0.24,0.01
Anger,78,0.0,0.0,3.89,0.0,0.16,1.0,0.0,0.0,0.0,0.0,0.02,0.12,0.0,0.0,0.0,0.12,0.01
Anger,79,0.0,0.0,3.92,0.0,0.17,0.96,0.0,0.0,0.0,0.0,0.06,0.15,0.0,0.01,0.0,0.07,0.0
Anger,80,0.0,0.0,3.93,0.0,0.19,0.88,0.0,0.0,0.0,0.0,0.1,0.21,0.0,0.02,0.0,0.03,0.0
Anger,81,0.0,0.0,3.99,0.0,0.19,0.79,0.0,0.0,0.0,0.0,0.12,0.24,0.0,0.04,0.0,0.05,0.0
Anger,82,0.0,0.0,4.04,0.0,0.2,0.79,0.0,0.0,0.0,0.0,0.12,0.3,0.0,0.06,0.0,0.05,0.0
Anger,83,0.0,0.01,4.08,0.0,0.21,0.9,0.0,0.0,0.0,0.0,0.11,0.34,0.01,0.09,0.0,0.06,0.0
Anger,84,0.0,0.01,4.06,0.02,0.2,0.97,0.02,0.0,0.0,0.0,0.08,0.34,0.04,0.06,0.0,0.06,0.0
Anger,85,0.0,0.01,4.04,0.03,0.2,1.02,0.05,0.0,0.0,0.0,0.04,0.34,0.06,0.03,0.0,0.07,0.0
Anger,86,0.0,0.0,4.06,0.03,0.22,1.05,0.07,0.0,0.0,0.0,0.01,0.32,0.05,0.01,0.02,0.15,0.0
Anger,87,0.0,0.0,4.1,0.01,0.24,1.1,0.08,0.0,0.0,0.0,0.01,0.31,0.02,0.02,0.04,0.24,0.0
Anger,88,0.02,0.0,4.11,0.02,0.25,1.1,0.05,0.0,0.0,0.0,0.08,0.3,0.03,0.02,0.04,0.26,0.0
Anger,89,0.02,0.0,4.08,0.02,0.24,1.09,0.06,0.0,0.0,0.0,0.1,0.31,0.03,0.01,0.03,0.21,0.0
Anger,90,0.02,0.0,4.08,0.02,0.21,1.06,0.06,0.0,0.0,0.0,0.13,0.31,0.03,0.0,0.02,0.18,0.0
Anger,91,0.01,0.0,4.07,0.0,0.2,1.09,0.08,0.0,0.0,0.0,0.09,0.24,0.0,0.0,0.09,0.16,0.0
Anger,92,0.01,0.0,4.08,0.0,0.2,1.07,0.07,0.0,0.0,0.0,0.08,0.17,0.0,0.0,0.12,0.13,0.0
Anger,93,0.0,0.0,4.03,0.0,0.22,1.05,0.09,0.0,0.0,0.0,0.08,0.13,0.0,0.0,0.18,0.1,0.0
Anger,94,0.0,0.0,4.03,0.0,0.22,1.05,0.1,0.0,0.0,0.0,0.08,0.15,0.0,0.0,0.17,0.1,0.0
Anger,95,0.0,0.0,4.02,0.0,0.21,1.06,0.11,0.0,0.0,0.0,0.09,0.19,0.0,0.0,0.21,0.12,0.0
Anger,96,0.0,0.0,4.03,0.0,0.19,1.09,0.09,0.0,0.0,0.0,0.12,0.13,0.0,0.0,0.2,0.12,0.0
Anger,97,0.0,0.0,4.04,0.0,0.18,1.15,0.11,0.0,0.0,0.0,0.13,0.07,0.0,0.0,0.19,0.14,0.0
Anger,98,0.0,0.0,4.02,0.0,0.19,1.21,0.12,0.0,0.0,0.0,0.15,0.04,0.0,0.0,0.18,0.09,0.0
Anger,99,0.0,0.0,3.96,0.0,0.19,1.27,0.09,0.0,0.0,0.0,0.09,0.03,0.0,0.0,0.18,0.07,0.0
Anger,100,0.0,0.0,3.92,0.0,0.2,1.25,0.04,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.24,0.09,0.0
Anger,101,0.0,0.0,3.93,0.0,0.16,1.15,0.02,0.0,0.0,0.0,0.01,0.02,0.0,0.01,0.18,0.13,0.0
Anger,102,0.0,0.0,3.98,0.0,0.16,1.03,0.04,0.0,0.0,0.0,0.03,0.02,0.0,0.01,0.14,0.18,0.0
Anger,103,0.0,0.0,3.98,0.0,0.14,0.95,0.04,0.0,0.0,0.0,0.03,0.02,0.05,0.01,0.08,0.18,0.0
Anger,104,0.0,0.0,3.94,0.0,0.12,0.94,0.03,0.0,0.0,0.0,0.03,0.06,0.11,0.0,0.12,0.19,0.0
Anger,105,0.0,0.0,3.91,0.0,0.1,0.98,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.0,0.15,0.21,0.0
Anger,106,0.0,0.0,3.94,0.0,0.08,1.0,0.04,0.0,0.0,0.0,0.03,0.07,0.12,0.0,0.12,0.19,0.0
Anger,107,0.0,0.0,4.02,0.0,0.11,1.01,0.06,0.0,0.0,0.0,0.03,0.03,0.09,0.0,0.11,0.22,0.0
Anger,108,0.0,0.0,4.06,0.0,0.12,1.05,0.1,0.0,0.0,0.0,0.09,0.06,0.05,0.0,0.06,0.14,0.0
Anger,109,0.0,0.0,4.02,0.0,0.14,1.07,0.11,0.0,0.0,0.0,0.08,0.08,0.07,0.0,0.03,0.09,0.0
Anger,110,0.0,0.0,3.96,0.0,0.14,1.13,0.12,0.0,0.0,0.0,0.08,0.11,0.12,0.01,0.0,0.01,0.0
Anger,111,0.0,0.09,3.92,0.0,0.13,1.13,0.14,0.0,0.0,0.0,0.06,0.11,0.12,0.01,0.01,0.0,0.0
Anger,112,0.0,0.16,3.91,0.0,0.13,1.13,0.14,0.0,0.0,0.0,0.06,0.1,0.09,0.01,0.02,0.0,0.0
Anger,113,0.0,0.16,3.87,0.0,0.13,1.1,0.13,0.0,0.0,0.0,0.12,0.08,0.0,0.0,0.02,0.0,0.03
Anger,114,0.0,0.07,3.84,0.0,0.14,1.12,0.08,0.0,0.0,0.0,0.17,0.05,0.0,0.0,0.01,0.0,0.03
Anger,115,0.0,0.0,3.81,0.0,0.16,1.16,0.05,0.0,0.0,0.0,0.22,0.03,0.0,0.0,0.0,0.0,0.03
Anger,116,0.0,0.0,3.85,0.0,0.15,1.23,0.03,0.0,0.0,0.0,0.25,0.09,0.0,0.01,0.0,0.0,0.0
Anger,117,0.0,0.0,3.87,0.0,0.15,1.25,0.04,0.0,0.0,0.0,0.25,0.09,0.0,0.01,0.0,0.01,0.02
Anger,118,0.0,0.0,3.97,0.0,0.13,1.25,0.06,0.0,0.0,0.0,0.2,0.09,0.0,0.01,0.04,0.03,0.03
Anger,119,0.0,0.0,4.02,0.0,0.12,1.21,0.07,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.04,0.08,0.03
Anger,120,0.0,0.01,4.07,0.0,0.1,1.14,0.07,0.0,0.0,0.0,0.02,0.03,0.0,0.01,0.05,0.08,0.01
Anger,121,0.0,0.02,4.04,0.0,0.1,1.1,0.06,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.06,0.13,0.0
Anger,122,0.0,0.05,4.03,0.0,0.11,1.0,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.02,0.09,0.13,0.0
Anger,123,0.0,0.07,4.02,0.0,0.12,1.04,0.03,0.0,0.0,0.0,0.0,0.23,0.0,0.03,0.08,0.16,0.0
Anger,124,0.0,0.06,4.07,0.0,0.14,1.05,0.02,0.0,0.0,0.0,0.0,0.22,0.0,0.03,0.03,0.14,0.02
Anger,125,0.0,0.03,4.12,0.01,0.14,1.13,0.01,0.0,0.0,0.0,0.0,0.26,0.0,0.04,0.0,0.13,0.02
Anger,126,0.0,0.0,4.11,0.02,0.14,1.07,0.02,0.0,0.0,0.0,0.0,0.29,0.0,0.03,0.0,0.13,0.02
Anger,127,0.0,0.0,4.03,0.04,0.13,1.05,0.03,0.0,0.0,0.0,0.0,0.34,0.0,0.04,0.0,0.12,0.0
Anger,128,0.0,0.0,4.0,0.06,0.12,1.01,0.04,0.0,0.0,0.0,0.0,0.35,0.0,0.06,0.0,0.08,0.0
Anger,129,0.0,0.0,4.04,0.08,0.09,1.03,0.02,0.0,0.0,0.0,0.0,0.28,0.0,0.07,0.0,0.05,0.0
Anger,130,0.0,0.0,4.08,0.11,0.07,1.01,0.01,0.0,0.0,0.0,0.0,0.21,0.0,0.07,0.0,0.05,0.0
Anger,131,0.0,0.03,4.12,0.09,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.09,0.0,0.07,0.0
Anger,132,0.0,0.05,4.15,0.06,0.03,0.85,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.12,0.0,0.08,0.0
Anger,133,0.0,0.07,4.15,0.05,0.04,0.84,0.0,0.0,0.0,0.0,0.01,0.19,0.0,0.11,0.0,0.05,0.0
Anger,134,0.02,0.14,4.09,0.09,0.06,0.87,0.02,0.0,0.0,0.0,0.01,0.25,0.0,0.1,0.0,0.03,0.0
Anger,135,0.04,0.19,4.02,0.12,0.08,0.93,0.03,0.0,0.0,0.0,0.04,0.28,0.0,0.08,0.0,0.01,0.0
Anger,136,0.06,0.25,3.98,0.13,0.07,0.98,0.03,0.0,0.0,0.0,0.03,0.29,0.0,0.09,0.0,0.02,0.0
Anger,137,0.06,0.22,3.96,0.13,0.07,1.03,0.01,0.0,0.0,0.0,0.03,0.28,0.0,0.09,0.0,0.01,0.0
Anger,138,0.03,0.16,3.98,0.11,0.07,1.01,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.09,0.0,0.03,0.0
Anger,139,0.02,0.11,3.98,0.11,0.06,0.96,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.08,0.0,0.02,0.0
Anger,140,0.0,0.09,3.94,0.13,0.04,0.96,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0
Anger,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0
Anger,2,0.0,0.05,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.05,0.03,0.1,0.0,0.13,0.0
Anger,3,0.0,0.06,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.05,0.03,0.05,0.0,0.15,0.0
Anger,4,0.0,0.04,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.05,0.0,0.03,0.0,0.12,0.0
Anger,5,0.04,0.15,0.0,0.14,0.0,0.0,0.0,0.02,0.0,0.25,0.0,0.03,0.0,0.03,0.0,0.03,0.0
Anger,6,0.06,0.23,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.29,0.0,0.07,0.0,0.03,0.0,0.01,0.0
Anger,7,0.06,0.2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.33,0.0,0.08,0.0,0.01,0.0,0.0,0.0
Anger,8,0.02,0.09,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.36,0.0,0.05,0.11,0.0,0.02,0.0,0.0
Anger,9,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.08,0.01,0.3,0.0,0.07,0.18,0.0,0.02,0.0,0.0
Anger,10,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.06,0.01,0.26,0.04,0.05,0.2,0.0,0.06,0.0,0.0
Anger,11,0.07,0.0,0.05,0.0,0.0,0.0,0.03,0.15,0.02,0.36,0.09,0.14,0.13,0.0,0.15,0.05,0.09
Anger,12,0.15,0.0,0.02,0.0,0.0,0.0,0.04,0.25,0.01,0.46,0.11,0.17,0.14,0.0,0.24,0.1,0.22
